id,handle,text,is_retweet,original_author,time,lang,retweet_count,favorite_count
7.81E+17,realDonaldTrump,Nothing on emails. Nothing on the corrupt Clinton Foundation. And nothing on #Benghazi. #Debates2016 #debatenight,FALSE,,2016-09-27T02:40:26,en,30921,56562
7.81E+17,HillaryClinton,"When Donald Trump says he has a ""winning temperament."" #debatenight https://t.co/ElQ7aG2vxu",FALSE,,2016-09-27T02:40:04,en,26656,48875
7.81E+17,HillaryClinton,The woman Trump called “Miss Piggy” has a name: Alicia. #debatenight https://t.co/XlthzE8X8j,FALSE,,2016-09-27T02:38:01,en,23394,36574
7.81E+17,realDonaldTrump,.@HillaryClinton - Obama #ISIS Strategy Has Allowed It To Expand To Become A Global Threat #DebateNight https://t.co/f7PctDE31L,FALSE,,2016-09-27T02:36:11,en,6680,15499
7.81E+17,HillaryClinton,"""When Donald Trump spends 11 hours testifying in front of a congressional committee, he can talk to me about stamina."" —Hillary #debatenight",FALSE,,2016-09-27T02:35:21,en,20652,46042
7.81E+17,realDonaldTrump,.@realDonaldTrump calling out @HillaryClinton's support for NAFTA = most searched moment during tonight's debate.… https://t.co/2BovwrJisi,TRUE,TeamTrump,2016-09-27T02:33:59,en,6139,13209
7.81E+17,HillaryClinton,"Donald Trump's ""cavalier attitude about nuclear weapons is so deeply troubling.” #DebateNight https://t.co/z66rUZz31J",FALSE,,2016-09-27T02:30:00,en,5011,13026
7.81E+17,realDonaldTrump,"Russia has more warheads than ever, N Korea is testing nukes, and Iran got a sweetheart deal to keep theirs. Thanks, @HillaryClinton.",FALSE,,2016-09-27T02:28:26,en,11851,26791
7.81E+17,HillaryClinton,.@realDonaldTrump: Barack Obama is your president too. #debatenight,FALSE,,2016-09-27T02:27:23,en,17402,38775
7.81E+17,HillaryClinton,A man who can be provoked by a tweet should not have his hands anywhere near the nuclear codes. #DebateNight,FALSE,,2016-09-27T02:26:33,en,45008,82338
7.81E+17,realDonaldTrump,"Hillary Clinton failed all over the world. 
❌LIBYA
❌SYRIA
❌IRAN
❌IRAQ
❌ASIA PIVOT
❌RUSSIAN RESET
❌BENGHAZI… https://t.co/OoakXs2rij",FALSE,,2016-09-27T02:26:13,en,21745,40457
7.81E+17,HillaryClinton,This should go without saying: Taking nuclear war lightly is disqualifying for anyone seeking to be President of th… https://t.co/OXigxJhmqJ,FALSE,,2016-09-27T02:26:01,en,5820,13113
7.81E+17,HillaryClinton,"Donald Trump says he has better temperament than Hillary Clinton.

Fact check: He is Donald Trump. 

#debate",TRUE,TheBriefing2016,2016-09-27T02:24:39,en,5646,10367
7.81E+17,realDonaldTrump,"100% TRUE --&gt; @realDonaldTrump is right - @HillaryClinton did call TPP ‘the gold standard’ #Debates2016 
https://t.co/W7L7a9wSCB",TRUE,TeamTrump,2016-09-27T02:22:12,en,7419,12728
7.81E+17,realDonaldTrump,Hillary Clinton is the only candidate on stage who voted for the Iraq War. #Debates2016 #MAGA https://t.co/Um5WJXEEKr,FALSE,,2016-09-27T02:21:59,en,9001,20725
7.81E+17,realDonaldTrump,".@HillaryClinton's 2008 Campaign And Supporters Trafficked In Rumors About Obama's Heritage #DebateNight 
https://t.co/6EEOAaCiNv",FALSE,,2016-09-27T02:19:47,en,5763,12471
7.81E+17,realDonaldTrump,"Hillary's policies have made America less safe, that's why 200+ general and military leaders have endorsed… https://t.co/x7sBpy0CEV",TRUE,TeamTrump,2016-09-27T02:19:20,en,4741,10739
7.81E+17,HillaryClinton,"""I hope the fact-checkers are turning up the volume. Donald Trump supported the invasion of Iraq.” https://t.co/CoyJtoyxd0",FALSE,,2016-09-27T02:18:09,en,7062,12598
7.81E+17,HillaryClinton,This is... still not true! #debate https://t.co/6SKFZunCL5,TRUE,TheBriefing2016,2016-09-27T02:16:53,en,1387,2339
7.81E+17,HillaryClinton,What is the deal with Donald Trump and Russia? https://t.co/xUYxOdoYo3 #debatenight,FALSE,,2016-09-27T02:13:57,en,2540,4893
7.81E+17,HillaryClinton,Trump's top Russia advisor is being probed for meeting with the Kremlin aide in charge of US election intelligence.  https://t.co/GN5Gg4ug0L,TRUE,TheBriefing2016,2016-09-27T02:13:36,en,1213,1638
7.81E+17,realDonaldTrump,"Jesse Jackson on @realDonaldTrump - when he donated space for the Rainbow/Push Coalition. 
#DebateNight https://t.co/JTbqO0DNzy",TRUE,DanScavino,2016-09-27T02:10:30,en,5055,8520
7.81E+17,HillaryClinton,"When Donald Trump goes low, we go high. #DebateNight https://t.co/5MUlOMJqWM",FALSE,,2016-09-27T02:08:29,en,6189,16416
7.81E+17,HillaryClinton,"When a man is sued for discriminating against black tenants &amp; pushes birtherism, he's giving you an idea of what kind of president he'd be.",FALSE,,2016-09-27T02:06:51,en,13915,26574
7.81E+17,HillaryClinton,This is just one of the business practices that led to Donald Trump being sued for discrimination. #Debate… https://t.co/PoXvMnGfCy,TRUE,TheBriefing2016,2016-09-27T02:05:18,en,1523,1946
7.81E+17,HillaryClinton,"Donald Trump's answer for his five years of pushing the racist birther conspiracy theory?

""I say nothing."" #debatenight",FALSE,,2016-09-27T02:04:16,en,6274,13551
7.81E+17,HillaryClinton,"""Trump just criticized me for preparing for this debate. You know what else I prepared for? Being president."" #DebateNight",FALSE,,2016-09-27T02:01:59,en,51681,102655
7.81E+17,HillaryClinton,President Obama was born in the United States. He’s American. Trump only has one reason for refusing to admit it. #debatenight,FALSE,,2016-09-27T02:01:05,en,6818,17734
7.81E+17,HillaryClinton,"Still a complete lie. #DebateNight 
https://t.co/F8aCfIqYWs",FALSE,,2016-09-27T01:59:34,en,4564,7201
7.81E+17,HillaryClinton,Donald Trump is more concerned with pandering to the gun lobby than keeping families safe. #DebateNight https://t.co/LspcUJNUc5,FALSE,,2016-09-27T01:56:13,en,7324,13832
7.81E+17,HillaryClinton,"The fact that Trump's answer to a question about racial injustice is just ""we need law and order"" pretty much says it all. #debatenight",FALSE,,2016-09-27T01:55:11,en,10882,21951
7.81E+17,HillaryClinton,We’ve got to address the systemic racism in our criminal justice system and end private prisons. #DebateNight https://t.co/8afCXJAAjI,FALSE,,2016-09-27T01:54:38,en,2587,6006
7.81E+17,HillaryClinton,How Hillary Clinton Took Charge In The First Presidential Debate https://t.co/4gwtCnACV0,TRUE,BuzzFeedBen,2016-09-27T01:52:02,en,1259,2676
7.81E+17,realDonaldTrump,I will stand with police and protect ALL Americans! #Debates2016 #MAGA https://t.co/CX4oEWgEMp,FALSE,,2016-09-27T01:51:58,en,12173,33572
7.81E+17,HillaryClinton,We are not going to bring New York’s unconstitutional stop-and-frisk program nationwide. #debatenight,FALSE,,2016-09-27T01:50:42,en,6923,17156
7.81E+17,realDonaldTrump,"When @realDonaldTrump is POTUS, families are going to be safe and secure. Law and order will be RESTORED! #MAGA… https://t.co/4Qo9gV7mgc",TRUE,TeamTrump,2016-09-27T01:50:01,en,4550,11239
7.81E+17,HillaryClinton,"""Maybe he didn't do a good job."" —Donald Trump

Looks like you “loved” it at the time. #DebateNight… https://t.co/LelC6Tb3nj",FALSE,,2016-09-27T01:44:51,en,4435,8347
7.81E+17,realDonaldTrump,WATCH: @realDonaldTrump on the stakes in this election #Debates2016 https://t.co/l7DSbPXDGh,TRUE,TeamTrump,2016-09-27T01:44:01,en,1936,5930
7.81E+17,HillaryClinton,"""It's about time this country had somebody running it who has an idea about money."" —Trump #debatenight https://t.co/dpDrKCHVCd",FALSE,,2016-09-27T01:40:50,en,2469,5868
7.81E+17,HillaryClinton,"Paying zero in taxes doesn’t make you ""smart.""

It makes you a tax evader. https://t.co/g9nQkSRvTB",FALSE,,2016-09-27T01:39:14,en,20195,33668
7.81E+17,HillaryClinton,No wonder Donald Trump is hiding his tax returns. #debatenight https://t.co/gcvsadMwHJ,FALSE,,2016-09-27T01:37:26,en,8568,15157
7.81E+17,realDonaldTrump,"This is the simple fact about @HillaryClinton: she is a typical politician - all talk, no action. #Debates2016",FALSE,,2016-09-27T01:36:50,en,13308,32127
7.81E+17,HillaryClinton,"No legit reason @realDonaldTrump can't release returns while being audited, but if scared, release earlier returns no longer under audit.",TRUE,MittRomney,2016-09-27T01:34:32,en,11973,15567
7.81E+17,realDonaldTrump,HILLARY'S BAD TAX HABIT! https://t.co/x3FBy8Hdq2,FALSE,,2016-09-27T01:33:59,en,11774,21663
7.81E+17,realDonaldTrump,A Clinton economy = more taxes and more spending! #DebateNight https://t.co/oFlaAhrwe5,FALSE,,2016-09-27T01:32:25,en,7878,16568
7.81E+17,realDonaldTrump,.@HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? #Debates2016,FALSE,,2016-09-27T01:28:50,en,9707,22634
7.81E+17,realDonaldTrump,"Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for innovation and job creati… https://t.co/02NMQn3ZNQ",FALSE,,2016-09-27T01:28:04,en,7189,19174
7.81E+17,HillaryClinton,"In the spirit of friendship, here's Donald Trump's ISIS plan for your consideration. #debate https://t.co/YCXFWZyiGA",TRUE,TheBriefing2016,2016-09-27T01:28:03,en,4128,5914
7.81E+17,HillaryClinton,Donald Trump may live in his own reality—but we've got his own words right here. Check them out: https://t.co/NLPH8sbAGn #debatenight,FALSE,,2016-09-27T01:27:13,en,5904,8292
7.81E+17,realDonaldTrump,.@HillaryClinton channels John Kerry on trade: she was for bad trade deals before she was against them. #TPP #Debates2016,FALSE,,2016-09-27T01:23:43,en,5045,13196
7.81E+17,HillaryClinton,"We can step up and confront climate change, save our planet, and invest in clean energy. 

Or, we can do nothing.… https://t.co/U29h8UaYZP",FALSE,,2016-09-27T01:21:24,en,2751,6025
7.81E+17,HillaryClinton,"""I never said that."" —Donald Trump, who said that. #debatenight https://t.co/6T8qV2HCbL",FALSE,,2016-09-27T01:19:47,en,91670,134808
7.81E+17,HillaryClinton,"""That's called business."" —Donald Trump on the housing crash.

For millions of Americans it was called ""losing their home."" #DebateNight",FALSE,,2016-09-27T01:19:02,en,12980,20267
7.81E+17,realDonaldTrump,.@HillaryClinton and Obama policies increased debt by $9trillion over the last 8 years,FALSE,,2016-09-27T01:18:55,en,7836,17385
7.81E+17,HillaryClinton,"Economists project that Trump’s plans would add more than $5,000,000,000,000 to the national debt. That's ""trillion"" with a ""T.""",FALSE,,2016-09-27T01:17:44,en,3322,6308
7.81E+17,HillaryClinton,"Donald Trump seems to think $15 million is a ""small loan."" #debate https://t.co/Bo3HOhdR92 https://t.co/K5bCPX3ujx",TRUE,TheBriefing2016,2016-09-27T01:16:15,en,1738,2478
7.81E+17,HillaryClinton,"Every time Trump makes a show of railing against outsourcing, remember the countries he shipped jobs and profits to: https://t.co/5MZTsOgYR9",FALSE,,2016-09-27T01:15:20,en,3721,5734
7.81E+17,realDonaldTrump,A @realDonaldTrump Administration will bring JOBS BACK! #Debates2016 https://t.co/4O3rIyycyW,TRUE,TeamTrump,2016-09-27T01:14:09,en,3928,8756
7.81E+17,HillaryClinton,"Having a small business owner for a dad may not get you multi-million-dollar bailouts, but it does teach you the va… https://t.co/3LV3pmjRBI",FALSE,,2016-09-27T01:13:45,en,2537,9180
7.81E+17,HillaryClinton,How many Trump products were made overseas? Here’s the complete list. https://t.co/OdJOZeZau0,TRUE,washingtonpost,2016-09-27T01:13:13,en,1656,1563
7.81E+17,HillaryClinton,There's only one candidate on stage who will support working families. #DebateNight https://t.co/uOV7JC9uQC,FALSE,,2016-09-27T01:11:42,en,3732,7138
7.81E+17,HillaryClinton,"We have to build an economy that works for everyone, not just those at the top. #DebateNight https://t.co/XPTvh4Dovf",FALSE,,2016-09-27T01:10:36,en,2745,6299
7.81E+17,HillaryClinton,Watch live: Hillary takes the stage for the first presidential debate → https://t.co/FbmDLQp03w #DebateNight,FALSE,,2016-09-27T01:05:03,en,804,2137
7.81E+17,HillaryClinton,Let's do this. #DebateNight https://t.co/NkPEGHzucT,FALSE,,2016-09-27T00:51:15,en,24233,78491
